"","Codigo","Companhia","Ano","Diretor","Tempo.de.Mandato..Anos."
"2783",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2017","Fernando Carlos Borges de Melo Filho",1
"2784",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2016","João Francisco da Silveira Neto",2
"2785",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2015","João Francisco da Silveira Neto",2
"2786",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2014","Alexandre Siqueira Monteiro",1
"2787",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2017","Abrão Muszkat",4
"2788",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2016","Abrão Muszkat",4
"2789",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2015","Abrão Muszkat",4
"2790",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2014","Abrão Muszkat",4
"2791",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2017","Fabio Lewkowicz",4
"2792",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2016","Fabio Lewkowicz",4
"2793",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2015","Fabio Lewkowicz",4
"2794",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2014","Fabio Lewkowicz",4
"2795",535,"BR HOME CENTERS S.A.","2017","William Pereira do Vale",1
"2796",535,"BR HOME CENTERS S.A.","2016","Eduardo Aguinaga de Moraes",3
"2797",535,"BR HOME CENTERS S.A.","2015","Eduardo Aguinaga de Moraes",3
"2798",535,"BR HOME CENTERS S.A.","2014","Eduardo Aguinaga de Moraes",3
"2799",536,"PRÁTICA PARTICIPAÇÕES S.A.","2016","André Luiz Rosa Rezende",3
"2800",536,"PRÁTICA PARTICIPAÇÕES S.A.","2015","André Luiz Rosa Rezende",3
"2801",536,"PRÁTICA PARTICIPAÇÕES S.A.","2014","André Luiz Rosa Rezende",3
"2802",537,"FORNO DE MINAS ALIMENTOS S.A.","2016","Helder Couto de Mendonça",3
"2803",537,"FORNO DE MINAS ALIMENTOS S.A.","2015","Helder Couto de Mendonça",3
"2804",537,"FORNO DE MINAS ALIMENTOS S.A.","2014","Helder Couto de Mendonça",3
"2805",538,"RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.","2017","João Paulo dos Santos Pacifico",4
"2806",538,"RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.","2016","João Paulo dos Santos Pacifico",4
"2807",538,"RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.","2015","João Paulo dos Santos Pacifico",4
"2808",538,"RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.","2014","João Paulo dos Santos Pacifico",4
"2809",540,"BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2015","Ya Ping Chang Fichtl",2
"2810",540,"BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2014","Ya Ping Chang Fichtl",2
"2811",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2017","Denis Lacerda de Queiroz",4
"2812",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2016","Denis Lacerda de Queiroz",4
"2813",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2015","Denis Lacerda de Queiroz",4
"2814",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2014","Denis Lacerda de Queiroz",4
"2815",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2017","Benjamin Ribeiro Quadros",4
"2816",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2016","Benjamin Ribeiro Quadros",4
"2817",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2015","Benjamin Ribeiro Quadros",4
"2818",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2014","Benjamin Ribeiro Quadros",4
"2819",543,"MOVIDA PARTICIPAÇÕES S.A.","2017","Renato Horta Franklin",4
"2820",543,"MOVIDA PARTICIPAÇÕES S.A.","2016","Renato Horta Franklin",4
"2821",543,"MOVIDA PARTICIPAÇÕES S.A.","2015","Renato Horta Franklin",4
"2822",543,"MOVIDA PARTICIPAÇÕES S.A.","2014","Renato Horta Franklin",4
"2823",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2017","Ronaldo Yoshio Akagui",3
"2824",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2016","Ronaldo Yoshio Akagui",3
"2825",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2015","Ronaldo Yoshio Akagui",3
"2826",545,"CINESYSTEM S.A.","2017","Marcos Rocha Magalhães Barros",3
"2827",545,"CINESYSTEM S.A.","2016","Marcos Rocha Magalhães Barros",3
"2828",545,"CINESYSTEM S.A.","2015","Marcos Rocha Magalhães Barros",3
"2829",546,"CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.","2017","José Gustavo Teixeira Leite",2
"2830",546,"CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.","2016","José Gustavo Teixeira Leite",2
"2831",547,"VERT COMPANHIA SECURITIZADORA","2017","Fernanda Oliveira Ribeiro Prado de Mello",2
"2832",547,"VERT COMPANHIA SECURITIZADORA","2016","Fernanda Oliveira Ribeiro Prado de Mello",2
"2833",548,"NCF PARTICIPAÇÕES S.A.","2017","Octavio de Lazari Junior",2
"2834",548,"NCF PARTICIPAÇÕES S.A.","2016","Octavio de Lazari Junior",2
"2835",548,"NCF PARTICIPAÇÕES S.A.","2015","Luiz Carlos Trabuco Cappi",1
"2836",549,"GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","2017","João Paulo dos Santos Pacifico",3
"2837",549,"GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","2016","João Paulo dos Santos Pacifico",3
"2838",549,"GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","2015","João Paulo dos Santos Pacifico",3
"2839",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2017","Fernando Machado Terni",3
"2840",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2016","Fernando Machado Terni",3
"2841",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2015","Fernando Machado Terni",3
"2842",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2017","Luiz Antônio Rodrigues Alves Filho",3
"2843",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2016","Luiz Antônio Rodrigues Alves Filho",3
"2844",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2015","Luiz Antônio Rodrigues Alves Filho",3
"2845",552,"INSTITUTO HERMES PARDINI S/A","2017","Roberto Santoro Meirelles",2
"2846",552,"INSTITUTO HERMES PARDINI S/A","2016","Roberto Santoro Meirelles",2
"2847",553,"CONCESSIONÁRIA DA RODOVIA MG-050 S.A.","2017","José Renato Ricciardi",3
"2848",553,"CONCESSIONÁRIA DA RODOVIA MG-050 S.A.","2016","José Renato Ricciardi",3
"2849",553,"CONCESSIONÁRIA DA RODOVIA MG-050 S.A.","2015","José Renato Ricciardi",3
"2850",554,"AZUL S.A.","2017","John Peter Rodgerson",2
"2851",554,"AZUL S.A.","2016","John Peter Rodgerson",2
"2852",555,"PACIFIC RDSL PARTICIPAÇÕES S.A.","2017","Olavo Lira Barbosa",1
"2853",555,"PACIFIC RDSL PARTICIPAÇÕES S.A.","2016","Wolfgang Stephan Schwerdtle",1
"2854",556,"ATACADÃO S.A.","2017","Noël Frédéric Georges Prioux",2
"2855",556,"ATACADÃO S.A.","2016","Noël Frédéric Georges Prioux",2
"2856",557,"IRB - BRASIL RESSEGUROS S.A.","2017","José Carlos Cardoso",2
"2857",557,"IRB - BRASIL RESSEGUROS S.A.","2016","José Carlos Cardoso",2
"2858",558,"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS","2017","Gilson Lari Trennepohl",2
"2859",558,"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS","2016","Gilson Lari Trennepohl",2
"2860",559,"CAMIL ALIMENTOS S/A","2017","Luciano Maggi Quartiero",1
"2861",560,"PRINER SERVIÇOS INDUSTRIAIS S.A.","2017","Túlio Cintra",2
"2862",560,"PRINER SERVIÇOS INDUSTRIAIS S.A.","2016","Túlio Cintra",2
"2863",561,"SMILES FIDELIDADE S.A.","2017","Leonel Dias de Andrade Neto",2
"2864",561,"SMILES FIDELIDADE S.A.","2016","Leonel Dias de Andrade Neto",2
"2865",562,"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2017","Edgard Gomes Corona",2
"2866",562,"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2016","Edgard Gomes Corona",2
"2867",563,"INTER CONSTRUTORA E INCORPORADORA S.A","2017","NEYLSON DE OLIVEIRA ALMEIDA",2
"2868",563,"INTER CONSTRUTORA E INCORPORADORA S.A","2016","NEYLSON DE OLIVEIRA ALMEIDA",2
"2869",564,"CELULOSE IRANI SA","2017","Sérgio Luiz Cotrim Ribas",1
"2870",564,"CELULOSE IRANI SA","2016","Pericles Pereira Druck",7
"2871",564,"CELULOSE IRANI SA","2015","Pericles Pereira Druck",7
"2872",564,"CELULOSE IRANI SA","2014","Pericles Pereira Druck",7
"2873",564,"CELULOSE IRANI SA","2013","Pericles Pereira Druck",7
"2874",564,"CELULOSE IRANI SA","2012","Pericles Pereira Druck",7
"2875",564,"CELULOSE IRANI SA","2011","Pericles Pereira Druck",7
"2876",564,"CELULOSE IRANI SA","2010","Pericles Pereira Druck",7
"2877",565,"PETROBRAS DISTRIBUIDORA SA","2017","Ivan de Sá Pereira Júnior",2
"2878",565,"PETROBRAS DISTRIBUIDORA SA","2016","Ivan de Sá Pereira Júnior",2
"2879",566,"BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S.A.","2017","Iuri de Araújo Miranda",2
"2880",566,"BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S.A.","2016","Iuri de Araújo Miranda",2
"2881",567,"ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.","2016","Sérgio Ray Santillán",1
"2882",568,"FLEX GESTÃO DE RELACIONAMENTO S.A.","2017","Topázio Silveira Neto",2
"2883",568,"FLEX GESTÃO DE RELACIONAMENTO S.A.","2016","Topázio Silveira Neto",2
"2884",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2017","Wilson Ferreira Júnior",2
"2885",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2016","Wilson Ferreira Júnior",2
"2886",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2015","José da Costa Carvalho Neto",6
"2887",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2014","José da Costa Carvalho Neto",6
"2888",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2013","José da Costa Carvalho Neto",6
"2889",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2012","José da Costa Carvalho Neto",6
"2890",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2011","José da Costa Carvalho Neto",6
"2891",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2010","José da Costa Carvalho Neto",6
"2892",570,"NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.","2017","Irlau Machado Filho",1
"2893",571,"HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.","2017","Jorge Fontoura Pinheiro Koren de Lima",1
"2894",572,"BANCO INTER S.A.","2017","João Vitor Nazareth Menin Teixeira de Souza",1
"2895",575,"EQUATORIAL TRANSMISSORA 8 SPE S.A.","2017","Augusto Miranda da Paz Junior",1
"2896",577,"AMALFI EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2017","José Guilherme Cruz Souza",1
"2897",578,"CIA ENERG MINAS GERAIS - CEMIG","2017","Bernardo Afonso Salomão de Alvarenga",2
"2898",578,"CIA ENERG MINAS GERAIS - CEMIG","2016","Bernardo Afonso Salomão de Alvarenga",2
"2899",578,"CIA ENERG MINAS GERAIS - CEMIG","2014","Mauro Borges Lemos",1
"2900",578,"CIA ENERG MINAS GERAIS - CEMIG","2013","Djalma Bastos de Morais",4
"2901",578,"CIA ENERG MINAS GERAIS - CEMIG","2012","Djalma Bastos de Morais",4
"2902",578,"CIA ENERG MINAS GERAIS - CEMIG","2011","Djalma Bastos de Morais",4
"2903",578,"CIA ENERG MINAS GERAIS - CEMIG","2010","Djalma Bastos de Morais",4
"2904",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2017","Cleverson Siewert",7
"2905",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2016","Cleverson Siewert",7
"2906",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2015","Cleverson Siewert",7
"2907",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2014","Cleverson Siewert",7
"2908",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2013","Cleverson Siewert",7
"2909",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2012","Cleverson Siewert",7
"2910",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2011","Cleverson Siewert",7
"2911",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2010","Antônio Marcos Gavazzoni",1
"2912",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2017","Laurence Casagrande Lourenço",1
"2913",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2016","Mauro Guilherme Jardim Arce",7
"2914",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2015","Mauro Guilherme Jardim Arce",7
"2915",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2014","Mauro Guilherme Jardim Arce",7
"2916",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2013","Mauro Guilherme Jardim Arce",7
"2917",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2012","Mauro Guilherme Jardim Arce",7
"2918",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2011","Mauro Guilherme Jardim Arce",7
"2919",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2010","Mauro Guilherme Jardim Arce",7
"2920",582,"CIA CACIQUE CAFE SOLUVEL","2013","Sergio Coimbra",4
"2921",582,"CIA CACIQUE CAFE SOLUVEL","2012","Sergio Coimbra",4
"2922",582,"CIA CACIQUE CAFE SOLUVEL","2011","Sergio Coimbra",4
"2923",582,"CIA CACIQUE CAFE SOLUVEL","2010","Sergio Coimbra",4
"2924",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2017","Ramón Francisco Castañeda Ponce",2
"2925",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2016","Ramón Francisco Castañeda Ponce",2
"2926",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2015","Abel Alves Rochinha",1
"2927",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2014","Marcelo Andres Llévenes Rebolledo",5
"2928",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2013","Marcelo Andres Llévenes Rebolledo",5
"2929",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2012","Marcelo Andres Llévenes Rebolledo",5
"2930",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2011","Marcelo Andres Llévenes Rebolledo",5
"2931",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2010","Marcelo Andres Llévenes Rebolledo",5
"2932",584,"CIA FERRO LIGAS BAHIA FERBASA","2017","Marcio Lopes Fernandes de Barros",2
"2933",584,"CIA FERRO LIGAS BAHIA FERBASA","2016","Marcio Lopes Fernandes de Barros",2
"2934",584,"CIA FERRO LIGAS BAHIA FERBASA","2013","Geraldo de Oliveira Lopes",4
"2935",584,"CIA FERRO LIGAS BAHIA FERBASA","2012","Geraldo de Oliveira Lopes",4
"2936",584,"CIA FERRO LIGAS BAHIA FERBASA","2011","Geraldo de Oliveira Lopes",4
"2937",584,"CIA FERRO LIGAS BAHIA FERBASA","2010","Geraldo de Oliveira Lopes",4
"2938",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2017","Marco Antônio Branquinho Junior",3
"2939",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2016","Marco Antônio Branquinho Junior",3
"2940",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2015","Marco Antônio Branquinho Junior",3
"2941",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2014","Marco Antônio Branquinho Júnior",3
"2942",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2013","Marco Antônio Branquinho Júnior",3
"2943",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2012","Marco Antônio Branquinho Júnior",3
"2944",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2011","Aguinaldo Diniz Filho",2
"2945",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2010","Aguinaldo Diniz Filho",2
"2946",586,"CIA SEGUROS ALIANCA BAHIA","2017","Paulo Sérgio Freire de Carvalho Gonçalves Tourinho",2
"2947",586,"CIA SEGUROS ALIANCA BAHIA","2016","Paulo Sérgio Freire de Carvalho Gonçalves Tourinho",2
"2948",586,"CIA SEGUROS ALIANCA BAHIA","2016","Antônio Tavares da Câmara",1
"2949",586,"CIA SEGUROS ALIANCA BAHIA","2015","Paulo Sérgio Freire de Carvalho Gonçalves Tourinho",1
"2950",586,"CIA SEGUROS ALIANCA BAHIA","2015","Antônio Tavares da Câmara",1
"2951",586,"CIA SEGUROS ALIANCA BAHIA","2014","Paulo Sérgio Freire de Carvalho Gonçalves Tourinho",1
"2952",586,"CIA SEGUROS ALIANCA BAHIA","2014","Antônio Tavares da Câmara",1
"2953",586,"CIA SEGUROS ALIANCA BAHIA","2013","Paulo Sérgio Freire de Carvalho Gonçalves Tourinho",1
"2954",586,"CIA SEGUROS ALIANCA BAHIA","2013","Antônio Tavares da Câmara",1
"2955",586,"CIA SEGUROS ALIANCA BAHIA","2012","Paulo Sérgio Freire de Carvalho Gonçalves Tourinho",1
"2956",586,"CIA SEGUROS ALIANCA BAHIA","2012","Antônio Tavares da Câmara",1
"2957",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2017","JOSUÉ CHRISTIANO GOMES DA SILVA",3
"2958",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2016","JOSUÉ CHRISTIANO GOMES DA SILVA",3
"2959",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2015","JOSUÉ CHRISTIANO GOMES DA SILVA",3
"2960",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2014","Josué Christiano Gomes da Silva",5
"2961",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2013","Josué Christiano Gomes da Silva",5
"2962",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2012","Josué Christiano Gomes da Silva",5
"2963",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2011","Josué Christiano Gomes da Silva",5
"2964",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2010","Josué Christiano Gomes da Silva",5
"2965",588,"CIA DOCAS DE IMBITUBA","2012","Nilton Garcia de Araujo",2
"2966",588,"CIA DOCAS DE IMBITUBA","2010","Nilton Garcia de Araujo",2
"2967",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2017","Ricardo Perez Botelho",3
"2968",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2016","Ricardo Perez Botelho",3
"2969",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2015","Ricardo Perez Botelho",3
"2970",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2011","Jorge Queiroz de Moraes Junior",1
"2971",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2010","Carmem Campos Pereira",1
"2972",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2017","Urbano Schmitt",2
"2973",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2016","Urbano Schmitt",2
"2974",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2015","Paulo de Tarso Gaspar Pinheiro Machado",3
"2975",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2014","Paulo de Tarso Gaspar Pinheiro Machado",3
"2976",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2013","Paulo de Tarso Gaspar Pinheiro Machado",3
"2977",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2012","Gerson Carrion de Oliveira",1
"2978",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2011","Sérgio Souza Dias",2
"2979",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2010","Sérgio Souza Dias",2
"2980",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2017","PERICLES PEREIRA DRUCK",1
"2981",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2016","PERICLES DE FREITAS DRUCK",7
"2982",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2015","PERICLES DE FREITAS DRUCK",7
"2983",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2014","PERICLES DE FREITAS DRUCK",7
"2984",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2013","PERICLES DE FREITAS DRUCK",7
"2985",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2012","PERICLES DE FREITAS DRUCK",7
"2986",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2011","PERICLES DE FREITAS DRUCK",7
"2987",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2010","PERICLES DE FREITAS DRUCK",7
"2988",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2014","Shigeto Shimizu",3
"2989",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2011","Shigeto Shimizu",3
"2990",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2010","Shigeto Shimizu",3
"2991",594,"COMPANHIA INDUSTRIAL CATAGUASES","2017","José Inácio Peixoto Neto",2
"2992",594,"COMPANHIA INDUSTRIAL CATAGUASES","2016","José Inácio Peixoto Neto",2
"2993",594,"COMPANHIA INDUSTRIAL CATAGUASES","2015","Paulo Antonio Valente",4
"2994",594,"COMPANHIA INDUSTRIAL CATAGUASES","2014","Paulo Antonio Valente",4
"2995",594,"COMPANHIA INDUSTRIAL CATAGUASES","2013","Paulo Antonio Valente",4
"2996",594,"COMPANHIA INDUSTRIAL CATAGUASES","2012","Paulo Antonio Valente",4
"2997",594,"COMPANHIA INDUSTRIAL CATAGUASES","2011","JOSÉ INÁCIO PEIXOTO NETO",2
"2998",594,"COMPANHIA INDUSTRIAL CATAGUASES","2010","JOSÉ INÁCIO PEIXOTO NETO",2
"2999",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2017","Sergio Sesiki",5
"3000",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2016","Sergio Sesiki",5
"3001",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2015","Sergio Sesiki",5
"3002",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2014","Sergio Sesiki",5
"3003",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2013","Sergio Sesiki",5
"3004",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2012","SÉRGIO SESIKI",3
"3005",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2011","SÉRGIO SESIKI",3
"3006",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2010","SÉRGIO SESIKI",3
"3007",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2017","Carlos Zamboni Neto",5
"3008",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2016","Carlos Zamboni Neto",5
"3009",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2015","Carlos Zamboni Neto",5
"3010",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2014","Carlos Zamboni Neto",5
"3011",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2013","Carlos Zamboni Neto",5
"3012",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2012","Luis Henrique Ferreira Pinto",1
"3013",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2011","Luiz Henrique Ferreira Pinto",1
"3014",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2010","Hélio Viana Pereira",1
"3015",598,"FINANCEIRA ALFA S.A.- C.F.I","2017","Rubens Bution",8
"3016",598,"FINANCEIRA ALFA S.A.- C.F.I","2016","Rubens Bution",8
"3017",598,"FINANCEIRA ALFA S.A.- C.F.I","2015","Rubens Bution",8
"3018",598,"FINANCEIRA ALFA S.A.- C.F.I","2014","Rubens Bution",8
"3019",598,"FINANCEIRA ALFA S.A.- C.F.I","2013","Rubens Bution",8
"3020",598,"FINANCEIRA ALFA S.A.- C.F.I","2012","Rubens Bution",8
"3021",598,"FINANCEIRA ALFA S.A.- C.F.I","2011","Rubens Bution",8
"3022",598,"FINANCEIRA ALFA S.A.- C.F.I","2010","Rubens Bution",8
"3023",599,"GERDAU S.A.","2017","Gustavo Werneck da Cunha",1
"3024",599,"GERDAU S.A.","2016","André Bier Gerdau Johannpeter",3
"3025",599,"GERDAU S.A.","2015","André Bier Gerdau Johannpeter",3
"3026",599,"GERDAU S.A.","2014","André Bier Gerdau Johannpeter",3
"3027",599,"GERDAU S.A.","2013","André Bier Gerdau Johannnpeter",1
"3028",599,"GERDAU S.A.","2012","André Bier Gerdau Johannpeter",3
"3029",599,"GERDAU S.A.","2011","André Bier Gerdau Johannpeter",3
"3030",599,"GERDAU S.A.","2010","André Bier Gerdau Johannpeter",3
"3031",600,"CIA SIDERURGICA NACIONAL","2017","Benjamin Steinbruch",4
"3032",600,"CIA SIDERURGICA NACIONAL","2016","Benjamin Steinbruch",4
"3033",600,"CIA SIDERURGICA NACIONAL","2015","Benjamin Steinbruch",4
"3034",600,"CIA SIDERURGICA NACIONAL","2014","Benjamin Steinbruch",4
"3035",600,"CIA SIDERURGICA NACIONAL","2013","BENJAMIN STEINBRUCH",4
"3036",600,"CIA SIDERURGICA NACIONAL","2012","BENJAMIN STEINBRUCH",4
"3037",600,"CIA SIDERURGICA NACIONAL","2011","BENJAMIN STEINBRUCH",4
"3038",600,"CIA SIDERURGICA NACIONAL","2010","BENJAMIN STEINBRUCH",4
"3039",601,"SOUZA CRUZ SA","2014","Andrea Martini",5
"3040",601,"SOUZA CRUZ SA","2013","Andrea Martini",5
"3041",601,"SOUZA CRUZ SA","2012","Andrea Martini",5
"3042",601,"SOUZA CRUZ SA","2011","Andrea Martini",5
"3043",601,"SOUZA CRUZ SA","2010","Andrea Martini",5
"3044",602,"CIA TECIDOS SANTANENSE","2017","JOSUÉ CHRISTIANO GOMES DA SILVA",8
"3045",602,"CIA TECIDOS SANTANENSE","2016","JOSUÉ CHRISTIANO GOMES DA SILVA",8
"3046",602,"CIA TECIDOS SANTANENSE","2015","JOSUÉ CHRISTIANO GOMES DA SILVA",8
"3047",602,"CIA TECIDOS SANTANENSE","2014","JOSUÉ CHRISTIANO GOMES DA SILVA",8
