"","Codigo","Companhia","Ano","Remuneração.Média","RMRankit","RMM"
"269",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2010",288305.5,417,0.94
"1638",306,"CEMIG GERAÇÃO E TRANSMISSÃO S/A","2012",287216.5,416,0.94
"984",171,"RUMO MALHA PAULISTA S.A.","2014",285714.3,415,0.94
"1810",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2015",281623.5,414,0.94
"2747",497,"LIGHT ENERGIA S.A.","2015",281070.7,413,0.93
"2297",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2012",280498.7,412,0.93
"2298",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2011",280282.1,411,0.93
"2888",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2017",278179.8,410,0.93
"2794",506,"BR TOWERS SPE1 S.A.","2013",275562.7,409,0.93
"2394",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2010",274971.7,408,0.92
"1592",297,"ÓLEO E GÁS PARTICIPAÇÕES S/A","2017",274146.9,407,0.92
"193",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2017",273935.9,406,0.92
"31",5,"SONDOTECNICA ENGENHARIA DE SOLOS S/A.","2011",272000,405,0.92
"3605",673,"PANATLANTICA SA","2011",272000,404,0.91
"1247",225,"SANEAMENTO DE GOIAS SA","2010",270328.6,403,0.91
"1478",273,"LIGHT SA","2010",268610.2,402,0.91
"274",43,"ÉVORA S.A.","2011",268174.9,401,0.91
"2795",506,"BR TOWERS SPE1 S.A.","2012",266537.4,400,0.9
"3329",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2011",265653.3,399,0.9
"1138",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2015",265282.3,398,0.9
"2988",570,"NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.","2017",263543.2,397,0.9
"3421",0,"LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia)","2011",262977.3,396,0.9
"1096",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2011",262932.4,395,0.89
"2629",474,"EMPREENDIMENTOS PAGUE MENOS SA","2010",260000,394,0.89
"815",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2010",259820.2,393,0.89
"2054",373,"NOVA SECURITIZAÇÃO S/A","2014",259319.8,392,0.89
"2055",373,"NOVA SECURITIZAÇÃO S/A","2013",259319.8,391,0.88
"3199",610,"CONSERVAS ODERICH SA","2013",257920,390,0.88
"3020",582,"CIA CACIQUE CAFE SOLUVEL","2010",256144.5,389,0.88
"227",36,"SIDERURGICA J L ALIPERTI SA","2016",256100,388,0.88
"228",36,"SIDERURGICA J L ALIPERTI SA","2015",256100,387,0.88
"601",97,"TERMINAIS PORT. DA PONTA DO FÉLIX S/A","2010",255891,386,0.87
"3074",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2016",255843,385,0.87
"3457",652,"TREVISA  INVESTIMENTOS SA","2015",255646.1,384,0.87
"2451",444,"OURINVEST SECURITIZADORA S.A.","2014",255153,383,0.87
"126",21,"WEMBLEY SOCIEDADE ANÔNIMA","2013",254933.3,382,0.86
"292",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2017",254564.3,381,0.86
"1139",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2014",254099.1,380,0.86
"813",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2012",254008,379,0.86
"814",138,"CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN","2011",253643.3,378,0.85
"3514",661,"METALURGICA GERDAU SA","2014",252454,377,0.85
"2449",444,"OURINVEST SECURITIZADORA S.A.","2016",251492.7,376,0.85
"567",92,"RUMO MALHA NORTE S.A.","2014",250000,375,0.85
"189",30,"INDS J B DUARTE SA","2013",249600,374,0.85
"190",30,"INDS J B DUARTE SA","2012",249600,373,0.84
"2056",373,"NOVA SECURITIZAÇÃO S/A","2012",248515.7,372,0.84
"3606",673,"PANATLANTICA SA","2010",248000,371,0.84
"2725",493,"MGI - MINAS GERAIS PARTICIPAÇÕES S.A.","2014",247600,370,0.84
"842",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2011",247578,369,0.83
"3328",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2012",247100.5,368,0.83
"2057",373,"NOVA SECURITIZAÇÃO S/A","2011",246955.7,367,0.83
"2058",373,"NOVA SECURITIZAÇÃO S/A","2010",246955.7,366,0.83
"3460",652,"TREVISA  INVESTIMENTOS SA","2012",246441.9,365,0.83
"2627",474,"EMPREENDIMENTOS PAGUE MENOS SA","2012",245875,364,0.82
"1140",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2013",245287.8,363,0.82
"2746",497,"LIGHT ENERGIA S.A.","2016",244226.9,362,0.82
"2450",444,"OURINVEST SECURITIZADORA S.A.","2015",244123.5,361,0.82
"1104",195,"INVESTCO S/A","2011",243361.4,360,0.81
"226",36,"SIDERURGICA J L ALIPERTI SA","2017",243000,359,0.81
"294",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2015",241612.7,358,0.81
"1312",239,"ITAPEBI GERAÇÃO DE ENERGIA S/A","2013",241444.9,357,0.81
"3330",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2010",241100,356,0.8
"40",6,"SPRINGER SA","2010",240000,355,0.8
"3249",617,"CORREA RIBEIRO SA COM IND","2010",240000,354,0.8
"3422",0,"LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia)","2010",239330,353,0.8
"1809",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2016",238666.5,352,0.8
"1815",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2010",238192.2,351,0.79
"2748",497,"LIGHT ENERGIA S.A.","2014",237867.9,350,0.79
"2637",475,"BANCO BTG PACTUAL S/A","2010",237255.1,349,0.79
"3641",680,"REFINARIA PET MANGUINHOS SA","2011",235000,348,0.79
"2458",445,"CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART","2014",234725,347,0.78
"1382",254,"BAESA-ENERGETICA BARRA GRANDE SA","2011",231120,346,0.78
"1109",196,"DTCOM - DIRECT TO COMPANY S.A.","2014",230978.4,345,0.78
"191",30,"INDS J B DUARTE SA","2011",230400,344,0.78
"1313",239,"ITAPEBI GERAÇÃO DE ENERGIA S/A","2012",229061.1,343,0.78
"293",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2016",228491.6,342,0.77
"3639",680,"REFINARIA PET MANGUINHOS SA","2015",226500,341,0.77
"127",21,"WEMBLEY SOCIEDADE ANÔNIMA","2012",225666.7,340,0.77
"128",21,"WEMBLEY SOCIEDADE ANÔNIMA","2011",225666.7,339,0.77
"25",5,"SONDOTECNICA ENGENHARIA DE SOLOS S/A.","2017",224000,338,0.76
"26",5,"SONDOTECNICA ENGENHARIA DE SOLOS S/A.","2016",224000,337,0.76
"27",5,"SONDOTECNICA ENGENHARIA DE SOLOS S/A.","2015",224000,336,0.76
"28",5,"SONDOTECNICA ENGENHARIA DE SOLOS S/A.","2014",224000,335,0.76
"29",5,"SONDOTECNICA ENGENHARIA DE SOLOS S/A.","2013",224000,334,0.76
"30",5,"SONDOTECNICA ENGENHARIA DE SOLOS S/A.","2012",224000,333,0.75
"693",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2013",223222,332,0.75
"3224",614,"CONST LIX DA CUNHA SA","2011",222870,331,0.75
"2590",469,"SOMOS EDUCAÇÃO S.A.","2013",220875.2,330,0.75
"799",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2015",220747.8,329,0.74
"234",37,"RIMET EMPREEND. INDS. E COMERCIAIS S/A","2011",220666.7,328,0.74
"235",37,"RIMET EMPREEND. INDS. E COMERCIAIS S/A","2010",220666.7,327,0.74
"758",126,"BONAIRE PARTICIPAÇOES SA","2011",220000,326,0.74
"1108",196,"DTCOM - DIRECT TO COMPANY S.A.","2015",219996.7,325,0.73
"1142",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2011",218603.3,324,0.73
"2914",537,"FORNO DE MINAS ALIMENTOS S.A.","2014",216300,323,0.73
"1383",254,"BAESA-ENERGETICA BARRA GRANDE SA","2010",216000,322,0.73
"2346",427,"AUTOPISTA FERNÃO DIAS SA","2014",215669,321,0.73
"797",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2017",213627,320,0.72
"798",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2016",213627,319,0.72
"232",36,"SIDERURGICA J L ALIPERTI SA","2011",212651,318,0.72
"1314",239,"ITAPEBI GERAÇÃO DE ENERGIA S/A","2011",212447.6,317,0.72
"295",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2014",211898.1,316,0.71
"2251",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2014",210000,315,0.71
"2252",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2013",210000,314,0.71
"1596",298,"CENTENNIAL ASSET PART. MINAS-RIO S/A","2010",209090.9,313,0.71
"3642",680,"REFINARIA PET MANGUINHOS SA","2010",208333.3,312,0.71
"1315",239,"ITAPEBI GERAÇÃO DE ENERGIA S/A","2010",208205.9,311,0.7
"1094",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2013",207420.9,310,0.7
"1408",259,"POMIFRUTAS S/A","2010",206547,309,0.7
"3395",643,"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL","2011",205602,308,0.7
"3061",588,"CIA DOCAS DE IMBITUBA","2014",205000,307,0.69
"2347",427,"AUTOPISTA FERNÃO DIAS SA","2013",204450.5,306,0.69
"2295",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2014",204337.1,305,0.69
"1403",259,"POMIFRUTAS S/A","2015",204120,304,0.69
"3100",595,"CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL","2017",203492.5,303,0.68
"1404",259,"POMIFRUTAS S/A","2014",202371.4,302,0.68
"3201",610,"CONSERVAS ODERICH SA","2011",202176,301,0.68
"3202",610,"CONSERVAS ODERICH SA","2010",202176,300,0.68
"2287",417,"AUTOVIAS S/A","2014",201713.4,299,0.68
"2726",493,"MGI - MINAS GERAIS PARTICIPAÇÕES S.A.","2013",201051.4,298,0.67
"653",105,"RUMO MALHA SUL S.A.","2014",2e+05,297,0.67
"2472",450,"RJ CAPITAL PARTNERS S.A.","2013",2e+05,296,0.67
"2473",450,"RJ CAPITAL PARTNERS S.A.","2012",2e+05,295,0.67
"2474",450,"RJ CAPITAL PARTNERS S.A.","2011",2e+05,294,0.66
"3218",612,"CONST ADOLPHO LINDENBERG SA","2010",2e+05,293,0.66
"433",68,"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB","2013",199017.8,292,0.66
"2132",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2017",197912.5,291,0.66
"3101",595,"CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL","2012",196592.5,290,0.66
"231",36,"SIDERURGICA J L ALIPERTI SA","2012",196266.7,289,0.65
"1143",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2010",196160,288,0.65
"3462",652,"TREVISA  INVESTIMENTOS SA","2010",195300,287,0.65
"3461",652,"TREVISA  INVESTIMENTOS SA","2011",194698.3,286,0.65
"296",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2013",194290.4,285,0.64
"2751",497,"LIGHT ENERGIA S.A.","2011",193800,284,0.64
"3375",640,"BAHEMA SA","2011",193750,283,0.64
"2727",493,"MGI - MINAS GERAIS PARTICIPAÇÕES S.A.","2012",192400.3,282,0.64
"939",159,"EMBRATEL PARTICIPAÇÕES SA","2012",189021.9,281,0.63
"940",159,"EMBRATEL PARTICIPAÇÕES SA","2011",188795.2,280,0.63
"938",159,"EMBRATEL PARTICIPAÇÕES SA","2013",188228.6,279,0.63
"941",159,"EMBRATEL PARTICIPAÇÕES SA","2010",188228.6,278,0.63
"800",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2014",187882.1,277,0.63
"1098",195,"INVESTCO S/A","2017",186048.2,276,0.62
"1956",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2017",185142.9,275,0.62
"2338",426,"AUTOPISTA PLANALTO SUL SA","2014",184301.4,274,0.62
"2994",578,"CIA ENERG MINAS GERAIS - CEMIG","2016",182127.5,273,0.62
"233",36,"SIDERURGICA J L ALIPERTI SA","2010",180916,272,0.61
"1099",195,"INVESTCO S/A","2016",179047.6,271,0.61
"1100",195,"INVESTCO S/A","2015",179047.6,270,0.61
"1113",196,"DTCOM - DIRECT TO COMPANY S.A.","2010",178851.4,269,0.61
"3394",643,"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL","2012",178315.1,268,0.61
"2230",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2014",177866.7,267,0.6
"2350",427,"AUTOPISTA FERNÃO DIAS SA","2010",177708,266,0.6
"304",47,"MINUPAR PARTICIPACOES SA","2013",177692,265,0.6
"1791",332,"CAFE SOLUVEL BRASILIA SA","2010",175989.3,264,0.6
"2348",427,"AUTOPISTA FERNÃO DIAS SA","2012",175967.2,263,0.59
"2136",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2013",174873.7,262,0.59
"2758",498,"LINX S.A.","2011",174300,261,0.59
"192",30,"INDS J B DUARTE SA","2010",174250,260,0.59
"1058",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2014",174062.2,259,0.59
"1374",253,"SANESALTO SANEAMENTO SA","2014",174000,258,0.58
"1376",253,"SANESALTO SANEAMENTO SA","2012",174000,257,0.58
"1377",253,"SANESALTO SANEAMENTO SA","2011",174000,256,0.58
"1378",253,"SANESALTO SANEAMENTO SA","2010",174000,255,0.58
"1380",254,"BAESA-ENERGETICA BARRA GRANDE SA","2013",173500,254,0.57
"1381",254,"BAESA-ENERGETICA BARRA GRANDE SA","2012",173500,253,0.57
"1808",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2017",173349.2,252,0.57
"801",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2013",173163.3,251,0.57
"3073",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2017",172685.6,250,0.56
"2349",427,"AUTOPISTA FERNÃO DIAS SA","2011",171613.7,249,0.56
"1464",271,"TERMOPERNAMBUCO SA","2016",169572.3,248,0.56
"2585",468,"VIARONDON CONCESSIONÁRIA DE RODOVIA SA","2010",167674.5,247,0.56
"3327",631,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","2013",166068.9,246,0.56
"299",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2010",163783.7,245,0.55
"3372",640,"BAHEMA SA","2014",162500,244,0.55
"298",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2011",161351.6,243,0.55
"2340",426,"AUTOPISTA PLANALTO SUL SA","2012",159403.6,242,0.55
"1106",196,"DTCOM - DIRECT TO COMPANY S.A.","2017",159323.2,241,0.54
"354",57,"TEC TOY S/A","2014",158928,240,0.54
"297",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2012",157875.6,239,0.54
"3063",588,"CIA DOCAS DE IMBITUBA","2012",156000,238,0.54
"2750",497,"LIGHT ENERGIA S.A.","2012",154510.7,237,0.54
"2342",426,"AUTOPISTA PLANALTO SUL SA","2010",154059.7,236,0.53
"64",11,"TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL","2011",153025,235,0.53
"550",90,"ENERGISA SA","2016",151368.4,234,0.53
"2303",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2014",148822.3,233,0.53
"1186",209,"CPFL GERAÇÃO DE ENERGIA S/A","2014",148600,232,0.52
"1141",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2012",148452,231,0.52
"2584",468,"VIARONDON CONCESSIONÁRIA DE RODOVIA SA","2011",148317.7,230,0.52
"1111",196,"DTCOM - DIRECT TO COMPANY S.A.","2012",147333.3,229,0.52
"706",119,"TAM S.A.","2010",144857.1,228,0.51
"2041",370,"MOURA DUBEUX ENGENHARIA S/A","2011",144700,227,0.51
"2341",426,"AUTOPISTA PLANALTO SUL SA","2011",143541.1,226,0.51
"674",110,"AMERICEL SA","2011",140455.8,225,0.51
"2307",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2010",140000,224,0.51
"3376",640,"BAHEMA SA","2010",137500,223,0.5
"1287",235,"AES ELPA SA","2011",135648,222,0.5
"802",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2012",134784,221,0.5
"2042",370,"MOURA DUBEUX ENGENHARIA S/A","2010",134192.5,220,0.5
"2231",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2013",133666.7,219,0.49
"1504",279,"ITAUSEG PARTICIPAÇÕES SA","2011",133333.3,218,0.49
"1505",279,"ITAUSEG PARTICIPAÇÕES SA","2010",133333.3,217,0.49
"1112",196,"DTCOM - DIRECT TO COMPANY S.A.","2011",133266.7,216,0.49
"3373",640,"BAHEMA SA","2013",133012.1,215,0.49
"2232",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2012",131023.8,214,0.48
"2304",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2013",128939.3,213,0.48
"1229",220,"LIQ PARTICIPAÇÕES S.A.","2013",127417.6,212,0.48
"2305",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2012",125901.7,211,0.48
"692",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2014",123750,210,0.47
"2339",426,"AUTOPISTA PLANALTO SUL SA","2013",122641.8,209,0.47
"307",47,"MINUPAR PARTICIPACOES SA","2010",121854.7,208,0.47
"675",110,"AMERICEL SA","2010",121454,207,0.47
"695",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2011",121140,206,0.46
"694",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2012",120600,205,0.46
"246",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2010",120571.4,204,0.46
"551",90,"ENERGISA SA","2015",120481.1,203,0.46
"1721",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2014",120000,202,0.46
"2233",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2011",119333.3,201,0.45
"2234",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2010",119164.3,200,0.45
"2291",417,"AUTOVIAS S/A","2010",114962.7,199,0.45
"275",43,"ÉVORA S.A.","2010",114825,198,0.45
"728",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2017",113833.3,197,0.44
"803",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2011",112064.8,196,0.44
"804",136,"BNDES PARTICIPAÇÕES S.A. - BNDESPAR","2010",112064.8,195,0.44
"2211",404,"HABITASEC SECURITIZADORA SA","2013",110896,194,0.44
"727",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2010",110500,193,0.44
"455",72,"M&G POLIÉSTER SA","2012",110000,192,0.43
"454",72,"M&G POLIÉSTER SA","2013",110000,191,0.43
"456",72,"M&G POLIÉSTER SA","2011",110000,190,0.43
"1230",220,"LIQ PARTICIPAÇÕES S.A.","2012",109775.5,189,0.43
"760",128,"COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR","2017",108000,188,0.42
"1847",340,"LOG-IN LOGISTICA INTERMODAL SA","2010",108000,187,0.42
"552",90,"ENERGISA SA","2014",107879.9,186,0.42
"696",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2010",105810,185,0.42
"2288",417,"AUTOVIAS S/A","2013",105493.3,184,0.41
"1103",195,"INVESTCO S/A","2012",104933.3,183,0.41
"1371",253,"SANESALTO SANEAMENTO SA","2017",104000,182,0.41
"553",90,"ENERGISA SA","2013",103715.8,181,0.41
"2728",493,"MGI - MINAS GERAIS PARTICIPAÇÕES S.A.","2011",103683.3,180,0.41
"3492",657,"MERCANTIL DO BR FINC SA CFI","2011",103328.6,179,0.4
"1466",271,"TERMOPERNAMBUCO SA","2014",102840.2,178,0.4
"1372",253,"SANESALTO SANEAMENTO SA","2016",101333.3,177,0.4
"187",30,"INDS J B DUARTE SA","2015",1e+05,176,0.4
"1284",235,"AES ELPA SA","2014",98639.75,175,0.39
"1285",235,"AES ELPA SA","2013",98328.77,174,0.39
"1286",235,"AES ELPA SA","2012",98328.77,173,0.39
"1467",271,"TERMOPERNAMBUCO SA","2013",92348.7,172,0.39
"768",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2017",92119.44,171,0.39
"2289",417,"AUTOVIAS S/A","2012",92028.26,170,0.38
"1105",195,"INVESTCO S/A","2010",91000.76,169,0.38
"3064",588,"CIA DOCAS DE IMBITUBA","2011",90012,168,0.38
"3065",588,"CIA DOCAS DE IMBITUBA","2010",90012,167,0.38
"305",47,"MINUPAR PARTICIPACOES SA","2012",90000,166,0.37
"1080",192,"CLARION S/A AGROINDUSTRIAL","2011",89440,165,0.37
"2306",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2011",89138.88,164,0.37
"1468",271,"TERMOPERNAMBUCO SA","2012",87851.2,163,0.37
"2229",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2015",86766.67,162,0.37
"769",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2016",86668.02,161,0.36
"3442",650,"LOJAS HERING SA","2014",86300,160,0.36
"1991",363,"CAMBUCI SA","2011",84630.84,159,0.36
"686",116,"ROSSI RESIDENCIAL SA","2015",84000,158,0.36
"176",28,"JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.","2010",83905,157,0.35
"2766",501,"BSI CAPITAL SECURITIZADORA S.A.","2016",83333.33,156,0.35
"2767",501,"BSI CAPITAL SECURITIZADORA S.A.","2015",83333.33,155,0.35
"2655",481,"CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA SA","2010",83333.33,154,0.35
"3443",650,"LOJAS HERING SA","2013",83000,153,0.34
"1222",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2014",82699.63,152,0.34
"1107",196,"DTCOM - DIRECT TO COMPANY S.A.","2016",82652.27,151,0.34
"3489",657,"MERCANTIL DO BR FINC SA CFI","2014",81600,150,0.34
"1469",271,"TERMOPERNAMBUCO SA","2011",81479.6,149,0.34
"2792",506,"BR TOWERS SPE1 S.A.","2015",80615.32,148,0.33
"485",76,"SCHULZ SA","2010",80136.26,147,0.33
"2936",547,"VERT COMPANHIA SECURITIZADORA","2016",79832,146,0.33
"1470",271,"TERMOPERNAMBUCO SA","2010",79306.87,145,0.33
"3439",650,"LOJAS HERING SA","2017",78333.33,144,0.32
"770",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2015",78312.12,143,0.32
"1223",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2013",77719.82,142,0.32
"1221",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2015",76733.67,141,0.32
"2964",563,"INTER CONSTRUTORA E INCORPORADORA S.A","2016",75000,140,0.32
"3441",650,"LOJAS HERING SA","2015",73533.33,139,0.31
"245",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2011",73440.48,138,0.31
"1136",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2017",73145,137,0.31
"1405",259,"POMIFRUTAS S/A","2013",72120,136,0.31
"2790",506,"BR TOWERS SPE1 S.A.","2017",71687.85,135,0.3
"1807",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2010",70714.29,134,0.3
"1081",192,"CLARION S/A AGROINDUSTRIAL","2010",68933.33,133,0.3
"2212",404,"HABITASEC SECURITIZADORA SA","2012",68750,132,0.3
"554",90,"ENERGISA SA","2012",68295.84,131,0.29
"303",47,"MINUPAR PARTICIPACOES SA","2014",67605.41,130,0.29
"555",90,"ENERGISA SA","2011",66985.6,129,0.29
"1119",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2012",65960.38,128,0.29
"795",132,"PORTO SEGURO SA","2010",65707.14,127,0.29
"2791",506,"BR TOWERS SPE1 S.A.","2016",63087.72,126,0.28
"300",47,"MINUPAR PARTICIPACOES SA","2017",62500,125,0.28
"301",47,"MINUPAR PARTICIPACOES SA","2016",62500,124,0.28
"3444",650,"LOJAS HERING SA","2012",62433.33,123,0.28
"1897",348,"ISEC SECURITIZADORA S.A.","2016",60418.9,122,0.27
"169",27,"COSTA PINTO S.A.","2011",60000,121,0.27
"3226",615,"MENDES JUNIOR ENGENHARIA SA","2017",60000,120,0.27
"881",150,"LF TEL SA","2013",58333.33,119,0.27
"383",61,"SNB PARTICIPACOES SA","2015",57600,118,0.27
"384",61,"SNB PARTICIPACOES SA","2014",57600,117,0.26
"386",61,"SNB PARTICIPACOES SA","2012",57600,116,0.26
"432",68,"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB","2014",57069.29,115,0.26
"1896",348,"ISEC SECURITIZADORA S.A.","2017",55177.5,114,0.26
"385",61,"SNB PARTICIPACOES SA","2013",54867.12,113,0.25
"1634",305,"CEMIG DISTRIBUIÇÃO S/A","2016",53746.3,112,0.25
"1308",239,"ITAPEBI GERAÇÃO DE ENERGIA S/A","2017",53570.4,111,0.25
"3440",650,"LOJAS HERING SA","2016",52368.97,110,0.25
"1120",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2011",51987.33,109,0.24
"729",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2016",51666.67,108,0.24
"188",30,"INDS J B DUARTE SA","2014",50000,107,0.24
"556",90,"ENERGISA SA","2010",49685.2,106,0.24
"1822",337,"BRC SECURITIZADORA SA","2015",48000,105,0.24
"2831",514,"QUALITY SOFTWARE S.A.","2016",48000,104,0.23
"2266",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2015",46800,103,0.23
"956",165,"SUBESTAÇÃO ELETROMETRÔ S/A","2010",45833.33,102,0.23
"3446",650,"LOJAS HERING SA","2010",44990.67,101,0.23
"242",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2014",44857.14,100,0.22
"1823",337,"BRC SECURITIZADORA SA","2014",44112,99,0.22
"3567",669,"NORDON INDS METALURGICAS SA","2017",43333.33,98,0.22
"2264",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2017",43200,97,0.22
"2265",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2016",43200,96,0.22
"2267",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2014",43000,95,0.21
"244",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2012",42857.14,94,0.21
"243",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2013",42571.43,93,0.21
